,date,day,period,nswprice,nswdemand,vicprice,vicdemand,transfer,class
11240,0.009292,3,0.829787,0.059475,0.812705,0.003467,0.422915,0.414912,0
9610,0.438432,3,0.595745,0.064279,0.503124,0.003467,0.422915,0.414912,1
34396,0.868015,1,0.978723,0.029723,0.256323,0.001766,0.259969,0.746491,1
20899,0.018539,4,0.234043,0.063618,0.227016,0.003467,0.422915,0.414912,1
20865,0.429273,7,0.085106,0.055242,0.109342,0.003467,0.422915,0.414912,0
21976,0.894474,5,0.723404,0.072655,0.726718,0.004923,0.665976,0.450439,1
4371,0.429892,7,0.106383,0.068602,0.127789,0.003467,0.422915,0.414912,0
24725,0.429981,2,0.617021,0.072985,0.559655,0.003467,0.422915,0.414912,0
8043,0.898146,5,0.212766,0.041612,0.275216,0.002692,0.36406,0.688158,0
30382,0.876687,7,0.553191,0.031014,0.517852,0.001957,0.36406,0.717544,1
25157,0.872484,5,0.723404,0.133962,0.758703,0.00883,0.9174,0.277193,0
9119,0.893899,6,0.340426,0.093371,0.758554,0.006167,0.719316,0.571491,1
32919,0.903279,3,0.893617,0.030383,0.41803,0.002069,0.415847,0.403947,0
26616,0.885403,2,0.404255,0.030173,0.599078,0.002036,0.565769,0.414474,0
7325,0.022742,1,0.297872,0.083554,0.378756,0.003467,0.422915,0.414912,1
13866,0.456396,6,0.744681,0.035127,0.588515,0.002403,0.526929,0.344737,1
12018,0.014159,2,0.765957,0.080191,0.685808,0.003467,0.422915,0.414912,1
14426,0.474094,2,0.659574,0.070163,0.695031,0.004749,0.432936,0.630263,1
9105,0.447547,1,0.382979,0.044434,0.538976,0.001007,0.243138,0.524561,1
24024,0.894828,6,0.553191,0.081362,0.610979,0.005467,0.701191,0.424123,0
28290,0.89912,6,0.702128,0.083674,0.489586,0.00554,0.483428,0.563596,1
20315,0.911685,5,0.510638,0.119731,0.535109,0.008139,0.605127,0.337281,1
1449,0.908101,7,0.978723,0.049327,0.334871,0.003178,0.375971,0.539912,0
12809,0.452104,6,0.595745,0.033265,0.50119,0.002273,0.511393,0.326316,0
21506,0.429052,2,0.361702,0.096073,0.515472,0.003467,0.422915,0.414912,1
12433,0.000885,1,0.851064,0.190165,0.582118,0.003467,0.422915,0.414912,1
16381,0.018274,5,0.148936,0.041281,0.149212,0.003467,0.422915,0.414912,0
34674,0.867705,1,0.914894,0.029843,0.336061,0.000839,0.235888,0.858772,0
28083,0.491261,5,0.957447,0.031344,0.423981,0.002181,0.340756,0.31886,0
15862,0.898854,7,0.765957,0.091269,0.577507,0.005839,0.504661,0.55,1
29134,0.027255,6,0.553191,0.077639,0.319697,0.003467,0.422915,0.414912,0
32373,0.884828,3,0.340426,0.034526,0.568581,0.002385,0.589591,0.424561,1
13128,0.451219,7,0.808511,0.041492,0.669444,0.0027,0.470999,0.674123,0
30016,0.46874,7,0.808511,0.029062,0.358078,0.001911,0.273692,0.601316,0
3102,0.009424,6,0.255319,0.057193,0.218982,0.003467,0.422915,0.414912,1
16450,0.442768,4,1.0,0.048937,0.481256,0.003328,0.430088,0.519737,0
5157,0.880448,2,0.510638,0.041852,0.596697,0.002885,0.524081,0.3,1
8281,0.03137,1,0.893617,0.103008,0.428593,0.003467,0.422915,0.414912,1
12957,0.452015,4,0.574468,0.037258,0.595061,0.002549,0.630243,0.264474,0
26149,0.424893,5,0.574468,0.103399,0.428146,0.003467,0.422915,0.414912,1
33937,0.434317,7,0.574468,0.050859,0.295597,0.003467,0.422915,0.414912,1
34721,0.460289,4,0.446809,0.040291,0.526927,0.002763,0.548679,0.27807,1
28254,0.45613,7,0.06383,0.035277,0.453436,0.002387,0.439927,0.612281,0
22477,0.460334,5,0.638298,0.034286,0.452841,0.002395,0.529001,0.157895,0
30488,0.911818,1,0.702128,0.043563,0.318953,0.002848,0.285085,0.700439,1
28002,0.474404,2,0.148936,0.024018,0.060994,0.001616,0.091144,0.71886,0
4447,0.87151,4,0.829787,0.028522,0.571556,0.001826,0.482651,0.807895,0
14481,0.438166,4,0.12766,0.067942,0.181345,0.003467,0.422915,0.414912,0
19830,0.433698,7,0.553191,0.046535,0.285629,0.003467,0.422915,0.414912,0
5425,0.009513,1,0.382979,0.043203,0.702172,0.003467,0.422915,0.414912,0
14557,0.877085,2,0.319149,0.037589,0.497917,0.002605,0.461419,0.19693,1
28395,0.031459,3,0.617021,0.06611,0.476941,0.003467,0.422915,0.414912,0
20109,0.907615,3,0.808511,0.084154,0.541357,0.005588,0.641636,0.440351,1
5628,0.460157,1,0.680851,0.02687,0.286522,0.001795,0.218022,0.658772,0
23402,0.451263,1,0.87234,0.042002,0.591491,0.002736,0.404713,0.732895,1
4822,0.47343,1,0.12766,0.021706,0.105326,0.001477,0.144744,0.545614,0
10010,0.014026,6,0.234043,0.059625,0.193544,0.003467,0.422915,0.414912,0
5697,0.430025,3,0.93617,0.073736,0.448081,0.003467,0.422915,0.414912,0
6290,0.455599,2,0.06383,0.046085,0.321333,0.002086,0.450026,0.636842,1
27853,0.000973,3,0.765957,0.044254,0.687295,0.003467,0.422915,0.414912,0
1740,0.907349,4,0.744681,0.043023,0.472776,0.002894,0.525117,0.442982,0
21154,0.031105,2,0.595745,0.074817,0.513091,0.003467,0.422915,0.414912,0
1989,0.911995,5,0.617021,0.048427,0.476198,0.003332,0.534179,0.264035,0
29170,0.897925,7,0.723404,0.080371,0.590449,0.004946,0.467115,0.616228,1
11978,0.442591,7,0.93617,0.077789,0.447635,0.005201,0.308648,0.500526,0
14235,0.890182,6,0.297872,0.029663,0.658435,0.002063,0.586225,0.369737,0
10342,0.027167,4,0.446809,0.080161,0.47471,0.003467,0.422915,0.414912,1
27208,0.434273,6,0.170213,0.040351,0.117525,0.003467,0.422915,0.414912,0
28158,0.009159,7,0.808511,0.119761,0.697411,0.003467,0.422915,0.414912,1
30760,0.429715,3,0.255319,0.073526,0.419667,0.003467,0.422915,0.414912,0
26352,0.026813,3,0.382979,0.09247,0.539572,0.003467,0.422915,0.414912,1
3537,0.438388,2,0.170213,0.053561,0.158286,0.003467,0.422915,0.414912,0
4451,0.460201,2,0.957447,0.036748,0.500595,0.002536,0.363024,0.432456,0
15338,0.45113,5,0.659574,0.041041,0.578697,0.002727,0.565251,0.402193,0
22771,0.434273,6,0.340426,0.060736,0.427105,0.003467,0.422915,0.414912,0
29009,0.027388,2,0.06383,0.049688,0.196816,0.003467,0.422915,0.414912,0
32860,0.465201,3,0.425532,0.076138,0.524398,0.005258,0.506732,0.266667,1
30586,0.876864,4,0.914894,0.02681,0.403303,0.001789,0.276541,0.625877,0
36021,0.451794,6,0.851064,0.041131,0.7108,0.002742,0.542206,0.594298,0
35355,0.022654,6,0.723404,0.077819,0.291134,0.003467,0.422915,0.414912,0
31315,0.912393,7,0.595745,0.044374,0.323564,0.002931,0.311497,0.613596,0
19449,0.469625,6,0.978723,0.048427,0.366409,0.003263,0.351372,0.545175,0
33370,0.87182,4,0.957447,0.029362,0.451205,0.001689,0.337131,0.816228,0
33129,0.465378,7,0.978723,0.028702,0.319845,0.00193,0.341274,0.555702,1
16652,0.443255,1,0.808511,0.070013,0.537638,0.004711,0.384775,0.42807,1
6748,0.018627,6,0.319149,0.075327,0.319697,0.003467,0.422915,0.414912,1
30096,0.424893,5,0.212766,0.073226,0.192651,0.003467,0.422915,0.414912,1
8924,0.424981,7,0.87234,0.056923,0.264653,0.003467,0.422915,0.414912,0
31221,0.438255,6,1.0,0.048337,0.319994,0.003467,0.422915,0.414912,0
33296,0.889916,7,0.106383,0.037829,0.356739,0.001878,0.416106,0.502632,0
34338,0.460157,1,0.510638,0.031914,0.401369,0.002096,0.264371,0.625439,1
17744,0.005177,1,0.702128,0.074817,0.55906,0.003467,0.422915,0.414912,1
14690,0.871599,6,0.595745,0.027561,0.688337,0.001805,0.638788,0.580263,0
21528,0.995443,7,0.765957,0.081692,0.59878,0.005451,0.484205,0.60307,1
14638,0.885315,7,0.787234,0.071424,0.518744,0.004713,0.467374,0.609649,0
34491,0.461086,1,0.170213,0.024108,0.074085,0.001622,0.121699,0.583772,0
22108,0.456042,5,0.744681,0.067852,0.683725,0.004576,0.638788,0.33114,1
4543,0.442193,4,0.659574,0.127507,0.509521,0.003467,0.422915,0.414912,1
34429,0.031503,4,0.170213,0.056053,0.169741,0.003467,0.422915,0.414912,0
8261,0.893545,5,0.851064,0.077759,0.796489,0.00512,0.596323,0.586404,0
9079,0.90288,1,0.212766,0.02624,0.086581,0.001708,0.14552,0.735965,0
12602,0.443255,1,0.93617,0.044554,0.422493,0.002995,0.292595,0.569737,0
3975,0.880802,3,0.553191,0.027441,0.419964,0.001822,0.458053,0.617982,0
655,0.867351,7,0.361702,0.035997,0.416096,0.001984,0.334542,0.811842,1
23705,0.425645,1,0.297872,0.076108,0.203808,0.003467,0.422915,0.414912,1
25052,0.455865,1,0.212766,0.02693,0.16751,0.001381,0.165199,0.853509,0
4081,0.013893,3,0.765957,0.085325,0.800952,0.003467,0.422915,0.414912,1
9226,0.460466,1,0.851064,0.024469,0.40003,0.001643,0.391507,0.630702,0
15008,0.893766,3,0.191489,0.028972,0.239958,0.001867,0.331434,0.701754,0
12258,0.00469,4,0.829787,0.152756,0.720321,0.003467,0.422915,0.414912,1
2274,0.433344,6,0.042553,0.041131,0.191907,0.003467,0.422915,0.414912,0
6178,0.456042,5,0.085106,0.048247,0.41446,0.003091,0.434231,0.574561,0
27748,0.465112,1,0.148936,0.02636,0.076019,0.00178,0.175816,0.548246,0
17569,0.429052,2,0.87234,0.067551,0.354508,0.003467,0.422915,0.414912,0
17316,0.02699,7,0.765957,0.093671,0.33859,0.003467,0.422915,0.414912,1
13529,0.000885,1,0.468085,0.224481,0.547159,0.003467,0.422915,0.414912,1
11181,0.026857,4,0.319149,0.060046,0.511455,0.003467,0.422915,0.414912,0
18548,0.465201,3,0.340426,0.076348,0.488991,0.005264,0.516313,0.226754,1
17421,0.429715,3,0.723404,0.066891,0.551622,0.003467,0.422915,0.414912,0
35203,0.000575,1,0.234043,0.081122,0.207528,0.003467,0.422915,0.414912,1
3096,0.434538,5,0.468085,0.047526,0.329961,0.003467,0.422915,0.414912,0
7277,0.005221,2,0.340426,0.074667,0.636864,0.003467,0.422915,0.414912,1
2592,0.009823,1,0.574468,0.044824,0.526629,0.003467,0.422915,0.414912,0
10553,0.87151,4,0.723404,0.030713,0.677774,0.001996,0.625065,0.641667,0
12850,0.017521,2,0.0,0.088657,0.522166,0.003467,0.422915,0.414912,1
17171,0.898721,4,0.574468,0.090068,0.558316,0.005883,0.600984,0.442105,1
2204,0.430025,3,0.12766,0.041431,0.161113,0.003467,0.422915,0.414912,0
9981,0.452237,2,0.702128,0.033535,0.566498,0.002229,0.548679,0.597807,0
19068,0.872351,2,0.489362,0.028372,0.563374,0.001768,0.53392,0.829825,0
4851,0.90704,4,0.148936,0.037919,0.171675,0.002547,0.291041,0.520175,0
23956,0.912349,6,0.93617,0.072055,0.444957,0.004813,0.303988,0.532456,1
32019,0.017831,2,0.808511,0.083133,0.576168,0.003467,0.422915,0.414912,1
26250,0.907482,7,0.234043,0.043413,0.13136,0.002914,0.164682,0.572807,0
11964,0.030795,2,0.808511,0.098895,0.430824,0.003467,0.422915,0.414912,1
17757,0.424848,4,0.893617,0.066531,0.341119,0.003467,0.422915,0.414912,1
25226,0.013495,1,0.021277,0.041401,0.360458,0.003467,0.422915,0.414912,0
33436,0.44675,4,0.914894,0.03951,0.522166,0.002532,0.425168,0.765789,0
15936,0.45113,5,0.680851,0.040861,0.599078,0.002703,0.560073,0.449123,0
34196,0.894075,3,0.978723,0.083764,0.638947,0.005631,0.551528,0.572368,1
1440,0.906995,3,0.234043,0.042602,0.195478,0.002854,0.216209,0.540789,0
23685,0.013937,4,0.957447,0.088177,0.591639,0.003467,0.422915,0.414912,0
5020,0.009336,4,0.382979,0.179236,0.734008,0.003467,0.422915,0.414912,1
26270,0.43445,3,0.531915,0.050288,0.517852,0.003467,0.422915,0.414912,0
15576,0.009513,1,0.212766,0.041341,0.23014,0.003467,0.422915,0.414912,0
34063,0.023096,2,0.404255,0.117089,0.51205,0.003467,0.422915,0.414912,1
19268,0.451219,7,0.404255,0.042212,0.655906,0.002796,0.454169,0.522368,0
23932,0.89381,4,0.191489,0.038609,0.258852,0.002462,0.336613,0.774123,0
23851,0.451352,3,0.957447,0.03996,0.565903,0.001722,0.416624,0.714912,0
73,0.030884,4,0.06383,0.053591,0.208569,0.003467,0.422915,0.414912,0
3155,0.447325,3,0.829787,0.066771,0.795745,0.004705,0.596323,0.491228,1
30773,0.469935,6,0.404255,0.045515,0.682386,0.003108,0.516572,0.315789,0
13865,0.470023,1,0.170213,0.024799,0.106962,0.001683,0.100725,0.550439,0
3567,0.451307,2,0.404255,0.041431,0.685213,0.00263,0.596841,0.651316,1
26070,0.430069,4,0.702128,0.06644,0.504314,0.003467,0.422915,0.414912,0
8111,0.867749,2,0.87234,0.026991,0.389765,0.001708,0.365355,0.726316,0
16682,0.868103,3,0.404255,0.030263,0.574978,0.001969,0.512947,0.517982,0
29299,0.021902,3,0.255319,0.051219,0.320887,0.003467,0.422915,0.414912,0
10541,0.009867,2,0.404255,0.075267,0.665427,0.003467,0.422915,0.414912,1
20291,0.469758,2,0.851064,0.041522,0.461321,0.00286,0.40523,0.327193,0
6553,0.026946,6,0.978723,0.059265,0.287861,0.003467,0.422915,0.414912,0
18471,0.424671,7,0.765957,0.087787,0.301845,0.003467,0.422915,0.414912,1
6801,0.473961,6,0.340426,0.031764,0.602946,0.002117,0.490937,0.593421,0
14967,0.907393,5,0.765957,0.077549,0.50967,0.005249,0.516572,0.435965,1
1199,0.468873,3,0.106383,0.02591,0.151294,0.001732,0.187727,0.483772,0
34286,0.009469,7,0.255319,0.059865,0.17227,0.003467,0.422915,0.414912,1
36146,0.460776,1,0.255319,0.027381,0.121541,0.001882,0.09218,0.408333,0
1206,0.469271,5,0.744681,0.046505,0.508777,0.003095,0.418954,0.438158,1
34339,0.027477,4,0.404255,0.076888,0.551026,0.003467,0.422915,0.414912,1
11751,0.009557,2,0.914894,0.041341,0.509967,0.003467,0.422915,0.414912,0
29489,0.903279,3,0.382979,0.087667,0.549093,0.005914,0.575608,0.326754,1
6830,0.893943,7,0.148936,0.044974,0.276555,0.002005,0.396168,0.772368,0
28394,0.0,2,0.404255,0.041161,0.546415,0.003467,0.422915,0.414912,0
18928,0.898721,4,0.914894,0.055542,0.532728,0.002966,0.515277,0.562281,0
31751,0.018141,2,0.042553,0.074517,0.397947,0.003467,0.422915,0.414912,0
4764,0.871997,1,0.234043,0.024829,0.142815,0.000841,0.158467,0.798246,0
6199,0.017964,5,0.914894,0.076318,0.430675,0.003467,0.422915,0.414912,0
3779,0.442503,5,0.808511,0.104179,0.584796,0.006923,0.586743,0.500526,1
4897,0.907305,3,0.276596,0.074817,0.407617,0.004873,0.470223,0.587281,0
8250,0.013982,5,0.574468,0.061066,0.528117,0.003467,0.422915,0.414912,0
3977,0.868147,4,0.212766,0.036778,0.295001,0.002385,0.323149,0.733333,1
33362,0.460201,2,0.553191,0.043083,0.508777,0.002987,0.544795,0.223684,1
22524,0.890049,3,0.170213,0.028942,0.246355,0.001888,0.393837,0.632456,0
1688,0.456307,4,0.170213,0.021166,0.230884,0.001415,0.287416,0.726316,0
22075,0.031415,2,0.106383,0.068212,0.17108,0.003467,0.422915,0.414912,0
1808,0.013495,1,0.574468,0.051759,0.503422,0.003467,0.422915,0.414912,0
21325,0.911951,4,0.702128,0.05281,0.514579,0.003602,0.548162,0.317982,0
23807,0.000708,4,0.851064,0.044134,0.55177,0.003467,0.422915,0.414912,0
3838,0.889872,6,0.425532,0.116609,0.731032,0.00802,0.775764,0.276316,1
9697,0.018716,1,0.404255,0.060586,0.54701,0.003467,0.422915,0.414912,1
27436,0.031769,3,0.191489,0.072955,0.036745,0.003467,0.422915,0.414912,1
30353,0.871554,5,0.0,0.027771,0.358227,0.001674,0.373123,0.85,0
25608,0.89412,4,0.148936,0.050588,0.314639,0.003247,0.439669,0.771053,0
7588,0.907438,6,0.085106,0.048307,0.275216,0.00329,0.386069,0.45,0
10164,0.00438,4,0.340426,0.043923,0.594763,0.003467,0.422915,0.414912,0
11249,0.903633,4,0.638298,0.087426,0.568581,0.00576,0.442517,0.62807,1
20990,0.911243,2,0.276596,0.07875,0.5,0.005189,0.506473,0.572368,1
1598,0.425733,3,0.595745,0.076498,0.516959,0.003467,0.422915,0.414912,1
27939,0.438742,3,0.659574,0.061547,0.505653,0.003467,0.422915,0.414912,1
28296,0.90757,2,0.531915,0.089138,0.553109,0.00581,0.539617,0.529825,1
25292,0.447325,3,0.638298,0.058154,0.623773,0.004057,0.576903,0.465789,1
14243,0.876112,1,0.212766,0.020746,0.095954,0.000831,0.154324,0.856579,0
6438,0.465112,1,1.0,0.029542,0.301547,0.002023,0.336354,0.422807,0
34657,0.443078,4,0.06383,0.049267,0.389914,0.003324,0.420249,0.50614,0
28969,0.903544,2,0.0,0.075838,0.297828,0.003789,0.267996,0.681579,1
25455,0.908013,5,0.042553,0.065029,0.312109,0.004346,0.485241,0.448246,0
26802,0.902526,7,0.765957,0.077459,0.619458,0.005233,0.509839,0.379386,1
4291,0.009159,7,0.702128,0.10475,0.496727,0.003467,0.422915,0.414912,1
7892,0.903234,2,0.680851,0.084844,0.502231,0.005729,0.546867,0.4,1
8271,0.447458,6,0.0,0.042452,0.568432,0.002844,0.505438,0.512719,0
20101,0.433521,3,0.340426,0.073916,0.546266,0.003467,0.422915,0.414912,1
18935,0.452192,1,0.829787,0.034346,0.582416,0.002374,0.389436,0.435088,1
32311,0.464316,4,0.808511,0.029663,0.461024,0.00204,0.465303,0.444298,1
33665,0.442503,5,0.276596,0.051009,0.419518,0.003452,0.409891,0.500526,0
30114,0.027388,2,0.957447,0.074817,0.412377,0.003467,0.422915,0.414912,0
7850,0.030884,4,0.702128,0.073496,0.515769,0.003467,0.422915,0.414912,0
11802,0.473386,7,0.893617,0.028642,0.385897,0.001946,0.239254,0.636404,0
30097,0.433786,2,0.851064,0.047736,0.394823,0.003467,0.422915,0.414912,0
17787,0.890049,3,0.787234,0.126126,0.945106,0.008513,0.763853,0.396491,1
22903,0.899031,4,0.212766,0.047286,0.254091,0.003099,0.34231,0.67807,0
24269,0.442547,6,0.06383,0.066801,0.367004,0.004597,0.439927,0.500526,0
8928,0.428963,7,0.829787,0.058034,0.346177,0.003467,0.422915,0.414912,0
17530,0.968895,1,0.170213,0.02696,0.123624,0.001762,0.25738,0.70307,0
9277,0.425778,4,0.723404,0.102078,0.492711,0.003467,0.422915,0.414912,1
22046,0.474404,2,0.255319,0.02642,0.199048,0.001786,0.183843,0.648684,1
24060,0.903411,6,0.702128,0.045064,0.491074,0.003018,0.449508,0.489035,0
27913,0.442326,7,0.829787,0.053321,0.383814,0.003467,0.422915,0.414912,1
26335,0.460599,4,0.12766,0.025129,0.21928,0.001656,0.312015,0.689912,0
28887,0.885226,5,0.702128,0.030233,0.556382,0.002069,0.521233,0.326316,0
10996,0.460865,3,0.765957,0.256815,0.722255,0.017526,0.457794,0.414912,1
4739,0.89912,6,0.723404,0.075057,0.522464,0.005019,0.49767,0.525,0
20365,0.889739,3,0.680851,0.038129,0.598185,0.002703,0.638011,0.25307,0
5702,0.03168,1,0.914894,0.055242,0.357483,0.003467,0.422915,0.414912,0
27203,0.455511,7,0.829787,0.041041,0.650253,0.002804,0.457535,0.599561,0
10126,0.017566,3,0.106383,0.053831,0.325052,0.003467,0.422915,0.414912,0
2110,0.893677,5,0.170213,0.028792,0.180303,0.001828,0.302952,0.808333,0
28026,0.433875,4,0.276596,0.047136,0.465784,0.003467,0.422915,0.414912,0
1156,0.451971,3,0.617021,0.033626,0.556531,0.002287,0.579751,0.339474,0
6503,0.451352,3,0.468085,0.03996,0.639542,0.002638,0.610306,0.611842,0
2871,0.871997,1,0.702128,0.046776,0.499107,0.001695,0.300363,0.829386,1
2969,0.443255,1,0.148936,0.037619,0.114549,0.00248,0.187727,0.580702,0
30545,0.469404,1,0.170213,0.023328,0.068878,0.001552,0.124547,0.644737,0
33861,0.911199,1,0.425532,0.042993,0.372211,0.002767,0.256862,0.758772,0
3179,0.469094,1,0.340426,0.028312,0.313746,0.001849,0.165717,0.760526,0
19618,0.45644,7,0.361702,0.033145,0.517257,0.00221,0.357069,0.555263,0
20102,0.446883,7,0.382979,0.043653,0.521125,0.002966,0.37856,0.598246,1
5440,0.43852,5,0.361702,0.058665,0.46742,0.003467,0.422915,0.414912,0
393,0.442945,1,0.361702,0.044374,0.342309,0.002885,0.169601,0.736842,0
25032,0.867041,7,0.106383,0.024739,0.107111,0.001629,0.143449,0.848246,0
11866,0.013495,1,0.297872,0.106341,0.547902,0.003467,0.422915,0.414912,1
8194,0.022079,7,0.553191,0.073256,0.269711,0.003467,0.422915,0.414912,1
7667,0.893633,7,0.553191,0.07884,0.521868,0.004852,0.423097,0.685965,1
21905,0.008938,2,0.765957,0.090369,0.840672,0.003467,0.422915,0.414912,1
10305,0.889739,3,0.382979,0.038219,0.700833,0.00264,0.704816,0.243421,0
35298,0.425689,2,0.489362,0.062357,0.539274,0.003467,0.422915,0.414912,0
23015,0.447414,5,0.297872,0.043383,0.607409,0.002946,0.537027,0.311842,0
18304,0.875935,4,0.93617,0.034346,0.485719,0.000841,0.299068,0.710088,0
7303,0.89412,4,0.234043,0.057944,0.357929,0.003749,0.443811,0.710965,0
20159,0.000398,4,0.404255,0.110724,0.586581,0.003467,0.422915,0.414912,0
14372,0.004203,7,0.702128,0.089708,0.420857,0.003467,0.422915,0.414912,1
36171,0.894031,2,0.489362,0.076108,0.683428,0.005035,0.707405,0.534649,1
17237,0.465555,4,0.148936,0.023568,0.13731,0.001589,0.152512,0.613158,0
17558,0.425556,6,0.808511,0.082323,0.29753,0.003467,0.422915,0.414912,1
3649,0.455511,7,0.425532,0.037348,0.626004,0.002468,0.421025,0.703947,0
6390,0.446883,7,0.255319,0.023868,0.2169,0.001342,0.194459,0.765789,0
33239,0.889164,4,0.617021,0.028672,0.551026,0.002009,0.556706,0.356579,0
15698,0.872484,5,0.914894,0.032305,0.525141,0.001286,0.426463,0.681579,0
0,0.425556,6,0.723404,0.076258,0.311366,0.003467,0.422915,0.414912,1
5464,0.018185,3,0.957447,0.047076,0.406427,0.003467,0.422915,0.414912,0
856,0.022477,2,0.021277,0.057794,0.389021,0.003467,0.422915,0.414912,0
25168,0.438653,1,0.957447,0.050198,0.426361,0.003467,0.422915,0.414912,0
16093,0.44737,4,0.361702,0.057764,0.708271,0.004302,0.658467,0.276754,1
22633,0.46551,3,0.340426,0.054221,0.512348,0.00372,0.494303,0.392544,1
18729,0.486837,4,0.659574,0.050859,0.456858,0.003544,0.469187,0.256579,0
27321,0.977744,3,0.170213,0.035307,0.225528,0.002273,0.34464,0.755263,0
9464,0.009159,7,0.680851,0.093281,0.43127,0.003467,0.422915,0.414912,1
2017,0.893987,1,0.021277,0.048577,0.423683,0.002867,0.438892,0.662719,0
7839,0.446794,5,0.021277,0.038309,0.513984,0.001666,0.400052,0.765789,0
18919,0.009557,2,0.659574,0.041642,0.522761,0.003467,0.422915,0.414912,0
20199,0.871908,6,0.234043,0.056593,0.409402,0.003725,0.407043,0.647368,1
6699,0.433388,7,0.680851,0.043683,0.314639,0.003467,0.422915,0.414912,0
23585,0.468829,2,0.404255,0.047466,0.515472,0.00317,0.331434,0.475877,1
35379,0.433919,5,0.042553,0.043473,0.232966,0.003467,0.422915,0.414912,0
22585,0.017566,3,0.319149,0.099496,0.577358,0.003467,0.422915,0.414912,1
12415,0.000841,7,0.723404,0.156989,0.430824,0.003467,0.422915,0.414912,1
31952,0.434229,5,0.0,0.05236,0.365963,0.003467,0.422915,0.414912,0
6750,0.473342,6,0.404255,0.045545,0.593127,0.003108,0.530554,0.064035,1
12520,0.473652,6,0.914894,0.027891,0.446891,0.001828,0.323666,0.782456,1
33628,0.030928,5,0.021277,0.054461,0.299167,0.003467,0.422915,0.414912,0
6802,0.885005,7,0.106383,0.041822,0.224189,0.002869,0.306059,0.366667,0
19772,0.91173,6,0.829787,0.043683,0.43008,0.002898,0.49275,0.416667,0
16905,0.008716,4,0.808511,0.075417,0.714668,0.003467,0.422915,0.414912,0
12017,0.46082,2,0.425532,0.040771,0.563076,0.002825,0.485241,0.206579,1
16772,0.473475,2,0.531915,0.027921,0.580928,0.00187,0.559037,0.427632,0
5931,0.438166,4,0.765957,0.111955,0.560994,0.003467,0.422915,0.414912,1
16729,0.867484,3,0.574468,0.040801,0.662154,0.0027,0.77421,0.300877,1
32878,0.018672,7,0.361702,0.070704,0.314043,0.003467,0.422915,0.414912,0
22280,0.465555,4,0.106383,0.025399,0.141029,0.001693,0.200673,0.578509,0
16164,0.425158,4,0.404255,0.062748,0.553407,0.003467,0.422915,0.414912,0
26892,0.47343,1,0.638298,0.028792,0.329961,0.001944,0.255049,0.638158,0
31220,0.876377,7,0.297872,0.030713,0.372062,0.001587,0.312273,0.807456,0
14937,0.889607,7,0.425532,0.072655,0.548497,0.003779,0.432677,0.62193,1
13325,0.447812,7,0.893617,0.03912,0.533918,0.002611,0.351113,0.652632,1
34471,0.026769,2,0.148936,0.068992,0.136566,0.003467,0.422915,0.414912,1
26151,0.459891,2,0.595745,0.038039,0.511009,0.002561,0.488607,0.546491,1
30681,0.876731,1,0.553191,0.030623,0.469503,0.001957,0.467892,0.661404,1
26163,0.465422,1,0.531915,0.027291,0.315829,0.001552,0.264889,0.734649,1
35824,0.43383,3,0.255319,0.048637,0.396459,0.003467,0.422915,0.414912,1
33666,0.912216,3,0.446809,0.087817,0.540613,0.005989,0.581564,0.34386,1
15307,0.903013,4,0.191489,0.059025,0.203511,0.003835,0.321336,0.702632,0
21352,0.018627,6,0.382979,0.106851,0.450164,0.003467,0.422915,0.414912,1
9169,0.004513,7,0.382979,0.106761,0.472032,0.003467,0.422915,0.414912,1
30929,0.451042,3,0.851064,0.043413,0.730884,0.002879,0.566287,0.520175,1
18611,0.893545,5,0.446809,0.077609,0.685659,0.005189,0.670637,0.467105,0
31294,0.8935,4,0.659574,0.095322,0.660071,0.006311,0.681512,0.544298,1
14632,0.898854,7,0.574468,0.086976,0.436477,0.005449,0.358364,0.832018,1
28800,0.021946,4,0.404255,0.074457,0.518298,0.003467,0.422915,0.414912,1
29897,0.438697,2,0.148936,0.045485,0.1626,0.003467,0.422915,0.414912,0
27085,0.995575,1,0.297872,0.034796,0.234752,0.002113,0.181771,0.852193,0
28956,0.008761,5,0.553191,0.117329,0.566796,0.003467,0.422915,0.414912,1
17433,0.43445,3,0.787234,0.070974,0.477983,0.003467,0.422915,0.414912,1
5031,0.00938,5,0.489362,0.041732,0.608599,0.003467,0.422915,0.414912,0
25992,0.894783,5,0.510638,0.084094,0.674204,0.005704,0.683843,0.364912,0
6657,0.885226,5,0.340426,0.038189,0.557423,0.00269,0.555412,0.177632,0
25577,0.880404,1,0.319149,0.029903,0.22047,0.0,0.129467,0.809649,0
16580,0.871908,6,0.574468,0.033085,0.639393,0.002152,0.563698,0.492105,0
21246,0.867174,3,0.808511,0.029723,0.361351,0.002038,0.228897,0.462281,0
28919,0.456263,3,0.744681,0.046806,0.699345,0.003157,0.649404,0.470175,1
16758,0.44706,4,0.340426,0.124745,0.711693,0.008486,0.63594,0.419737,1
16358,0.443122,5,0.914894,0.044524,0.444362,0.003006,0.398498,0.564912,0
6483,0.018583,5,0.489362,0.053981,0.492264,0.003467,0.422915,0.414912,0
2101,0.009469,7,0.0,0.041732,0.421749,0.003467,0.422915,0.414912,0
18081,0.46436,5,0.191489,0.020626,0.126153,0.001371,0.176075,0.732895,0
1696,0.867218,4,0.319149,0.033776,0.422047,0.002316,0.37623,0.403947,0
